Statistic Label,Month,Meteorological Weather Station,UNIT,VALUE
Lowest Temperature,12/1993,Malin head,Degrees C,0
Lowest Temperature,12/1993,Mullingar,Degrees C,-3
Lowest Temperature,12/1993,Roches Point,Degrees C,0
Lowest Temperature,12/1993,Rosslare,Degrees C,-0.2
Lowest Temperature,12/1993,Shannon airport,Degrees C,0.2
Lowest Temperature,01/1994,Belmullet,Degrees C,0.5
Lowest Temperature,01/1994,Birr,Degrees C,-5.4
Lowest Temperature,01/1994,Valentia Observatory,Degrees C,-0.8
Lowest Temperature,01/1994,Casement,Degrees C,-5.5
Lowest Temperature,01/1994,Claremorris,Degrees C,-4.5
Lowest Temperature,01/1994,Clones,Degrees C,-2.4
Lowest Temperature,01/1994,Cork airport,Degrees C,-1.3
Lowest Temperature,01/1994,Dublin airport,Degrees C,-2.1
Lowest Temperature,01/1994,Galway,Degrees C,0.1
Lowest Temperature,01/1994,Kilkenny,Degrees C,-3.1
Lowest Temperature,01/1994,Malin head,Degrees C,1
Lowest Temperature,01/1994,Mullingar,Degrees C,-6
Lowest Temperature,01/1994,Roches Point,Degrees C,0
Lowest Temperature,01/1994,Rosslare,Degrees C,1
Lowest Temperature,01/1994,Shannon airport,Degrees C,-3.9
Lowest Temperature,02/1994,Belmullet,Degrees C,-2
Lowest Temperature,02/1994,Birr,Degrees C,-6.4
Lowest Temperature,02/1994,Valentia Observatory,Degrees C,-3
Lowest Temperature,02/1994,Casement,Degrees C,-2.9
Lowest Temperature,02/1994,Claremorris,Degrees C,-5.6
Lowest Temperature,02/1994,Clones,Degrees C,-5.4
Lowest Temperature,02/1994,Cork airport,Degrees C,-2.7
Lowest Temperature,02/1994,Dublin airport,Degrees C,-1.4
Lowest Temperature,02/1994,Galway,Degrees C,-3.8
Lowest Temperature,02/1994,Kilkenny,Degrees C,-4.5
Lowest Temperature,02/1994,Malin head,Degrees C,-2.6
Lowest Temperature,02/1994,Mullingar,Degrees C,-6
Lowest Temperature,02/1994,Roches Point,Degrees C,0
Lowest Temperature,02/1994,Rosslare,Degrees C,-1.3
Lowest Temperature,02/1994,Shannon airport,Degrees C,-5
Lowest Temperature,03/1994,Belmullet,Degrees C,0.4
Lowest Temperature,03/1994,Birr,Degrees C,-1.4
Lowest Temperature,03/1994,Valentia Observatory,Degrees C,0.6
Lowest Temperature,03/1994,Casement,Degrees C,-1.3
Lowest Temperature,03/1994,Claremorris,Degrees C,-1.8
Lowest Temperature,03/1994,Clones,Degrees C,0.1
Lowest Temperature,03/1994,Cork airport,Degrees C,-0.3
Lowest Temperature,03/1994,Dublin airport,Degrees C,-0.1
Lowest Temperature,03/1994,Galway,Degrees C,0.8
Lowest Temperature,03/1994,Kilkenny,Degrees C,-3.1
Lowest Temperature,03/1994,Malin head,Degrees C,0.5
Lowest Temperature,03/1994,Mullingar,Degrees C,-1.8
Lowest Temperature,03/1994,Roches Point,Degrees C,0
Lowest Temperature,03/1994,Rosslare,Degrees C,0.9
Lowest Temperature,03/1994,Shannon airport,Degrees C,-0.1
Lowest Temperature,04/1994,Belmullet,Degrees C,1.4
Lowest Temperature,04/1994,Birr,Degrees C,-1
Lowest Temperature,04/1994,Valentia Observatory,Degrees C,1.5
Lowest Temperature,04/1994,Casement,Degrees C,-0.8
Lowest Temperature,04/1994,Claremorris,Degrees C,0
Lowest Temperature,04/1994,Clones,Degrees C,0
Lowest Temperature,04/1994,Cork airport,Degrees C,-0.1
Lowest Temperature,04/1994,Dublin airport,Degrees C,1
Lowest Temperature,04/1994,Galway,Degrees C,0.8
Lowest Temperature,04/1994,Kilkenny,Degrees C,0.3
Lowest Temperature,04/1994,Malin head,Degrees C,0.8
Lowest Temperature,04/1994,Mullingar,Degrees C,0.1
Lowest Temperature,04/1994,Roches Point,Degrees C,0
Lowest Temperature,04/1994,Rosslare,Degrees C,0.7
Lowest Temperature,04/1994,Shannon airport,Degrees C,0.7
Lowest Temperature,05/1994,Belmullet,Degrees C,1.8
Lowest Temperature,05/1994,Birr,Degrees C,0.7
Lowest Temperature,05/1994,Valentia Observatory,Degrees C,2.5
Lowest Temperature,05/1994,Casement,Degrees C,0.9
Lowest Temperature,05/1994,Claremorris,Degrees C,0
Lowest Temperature,05/1994,Clones,Degrees C,1.4
Lowest Temperature,05/1994,Cork airport,Degrees C,2.7
Lowest Temperature,05/1994,Dublin airport,Degrees C,0.8
Lowest Temperature,05/1994,Galway,Degrees C,2.8
Lowest Temperature,05/1994,Kilkenny,Degrees C,0.3
Lowest Temperature,05/1994,Malin head,Degrees C,2.8
Lowest Temperature,05/1994,Mullingar,Degrees C,0.2
Lowest Temperature,05/1994,Roches Point,Degrees C,0
Lowest Temperature,05/1994,Rosslare,Degrees C,5.5
Lowest Temperature,05/1994,Shannon airport,Degrees C,3.7
Lowest Temperature,06/1994,Belmullet,Degrees C,5.4
Lowest Temperature,06/1994,Birr,Degrees C,3.6
Lowest Temperature,06/1994,Valentia Observatory,Degrees C,5.7
Lowest Temperature,06/1994,Casement,Degrees C,5
Lowest Temperature,06/1994,Claremorris,Degrees C,3.5
Lowest Temperature,06/1994,Clones,Degrees C,4.2
Lowest Temperature,06/1994,Cork airport,Degrees C,5.6
Lowest Temperature,06/1994,Dublin airport,Degrees C,4.2
Lowest Temperature,06/1994,Galway,Degrees C,6.4
Lowest Temperature,06/1994,Kilkenny,Degrees C,4
Lowest Temperature,06/1994,Malin head,Degrees C,5.9
Lowest Temperature,06/1994,Mullingar,Degrees C,2
Lowest Temperature,06/1994,Roches Point,Degrees C,0
Lowest Temperature,06/1994,Rosslare,Degrees C,6.9
Lowest Temperature,06/1994,Shannon airport,Degrees C,7
Lowest Temperature,07/1994,Belmullet,Degrees C,7.5
Lowest Temperature,07/1994,Birr,Degrees C,6
Lowest Temperature,07/1994,Valentia Observatory,Degrees C,7.4
Lowest Temperature,07/1994,Casement,Degrees C,6.7
Lowest Temperature,07/1994,Claremorris,Degrees C,4.4
Lowest Temperature,07/1994,Clones,Degrees C,6.5
Lowest Temperature,07/1994,Cork airport,Degrees C,7.9
Lowest Temperature,07/1994,Dublin airport,Degrees C,4.9
Lowest Temperature,07/1994,Galway,Degrees C,9
Lowest Temperature,07/1994,Kilkenny,Degrees C,5.5
Lowest Temperature,07/1994,Malin head,Degrees C,8.4
Lowest Temperature,07/1994,Mullingar,Degrees C,6.5
Lowest Temperature,07/1994,Roches Point,Degrees C,0
Lowest Temperature,07/1994,Rosslare,Degrees C,9.5
Lowest Temperature,07/1994,Shannon airport,Degrees C,8.5
Lowest Temperature,08/1994,Belmullet,Degrees C,7.4
Lowest Temperature,08/1994,Birr,Degrees C,3.1
Lowest Temperature,08/1994,Valentia Observatory,Degrees C,6.2
Lowest Temperature,08/1994,Casement,Degrees C,4.8
Lowest Temperature,08/1994,Claremorris,Degrees C,3.9
Lowest Temperature,08/1994,Clones,Degrees C,6.7
Lowest Temperature,08/1994,Cork airport,Degrees C,7.6
Lowest Temperature,08/1994,Dublin airport,Degrees C,4.7
Lowest Temperature,08/1994,Galway,Degrees C,8.1
Lowest Temperature,08/1994,Kilkenny,Degrees C,5.3
Lowest Temperature,08/1994,Malin head,Degrees C,8.8
Lowest Temperature,08/1994,Mullingar,Degrees C,5
Lowest Temperature,08/1994,Roches Point,Degrees C,0
Lowest Temperature,08/1994,Rosslare,Degrees C,8.4
Lowest Temperature,08/1994,Shannon airport,Degrees C,7.3
Lowest Temperature,09/1994,Belmullet,Degrees C,5.5
Lowest Temperature,09/1994,Birr,Degrees C,1.6
Lowest Temperature,09/1994,Valentia Observatory,Degrees C,6.5
Lowest Temperature,09/1994,Casement,Degrees C,4.2
Lowest Temperature,09/1994,Claremorris,Degrees C,3.1
Lowest Temperature,09/1994,Clones,Degrees C,5
Lowest Temperature,09/1994,Cork airport,Degrees C,4.8
Lowest Temperature,09/1994,Dublin airport,Degrees C,4.9
Lowest Temperature,09/1994,Galway,Degrees C,6.5
Lowest Temperature,09/1994,Kilkenny,Degrees C,1.8
Lowest Temperature,09/1994,Malin head,Degrees C,6.8
Lowest Temperature,09/1994,Mullingar,Degrees C,2.5
Lowest Temperature,09/1994,Roches Point,Degrees C,0
Lowest Temperature,09/1994,Rosslare,Degrees C,6.1
Lowest Temperature,09/1994,Shannon airport,Degrees C,5.1
Lowest Temperature,10/1994,Belmullet,Degrees C,4.4
Lowest Temperature,10/1994,Birr,Degrees C,-2
Lowest Temperature,10/1994,Valentia Observatory,Degrees C,1.9
Lowest Temperature,10/1994,Casement,Degrees C,-1.1
Lowest Temperature,10/1994,Claremorris,Degrees C,0
Lowest Temperature,10/1994,Clones,Degrees C,0.1
Lowest Temperature,10/1994,Cork airport,Degrees C,0.2
Lowest Temperature,10/1994,Dublin airport,Degrees C,-0.8
Lowest Temperature,10/1994,Galway,Degrees C,2.5
Lowest Temperature,10/1994,Kilkenny,Degrees C,-1.4
Lowest Temperature,10/1994,Malin head,Degrees C,5
Lowest Temperature,10/1994,Mullingar,Degrees C,0
Lowest Temperature,10/1994,Roches Point,Degrees C,0
Lowest Temperature,10/1994,Rosslare,Degrees C,3.9
Lowest Temperature,10/1994,Shannon airport,Degrees C,1.8
Lowest Temperature,11/1994,Belmullet,Degrees C,2.6
Lowest Temperature,11/1994,Birr,Degrees C,0.3
Lowest Temperature,11/1994,Valentia Observatory,Degrees C,2.5
Lowest Temperature,11/1994,Casement,Degrees C,1.2
Lowest Temperature,11/1994,Claremorris,Degrees C,-0.5
Lowest Temperature,11/1994,Clones,Degrees C,1.1
Lowest Temperature,11/1994,Cork airport,Degrees C,1.9
Lowest Temperature,11/1994,Dublin airport,Degrees C,0.1
Lowest Temperature,11/1994,Galway,Degrees C,3
Lowest Temperature,11/1994,Kilkenny,Degrees C,-1.7
Lowest Temperature,11/1994,Malin head,Degrees C,3.5
Lowest Temperature,11/1994,Mullingar,Degrees C,-0.2
Lowest Temperature,11/1994,Roches Point,Degrees C,0
Lowest Temperature,11/1994,Rosslare,Degrees C,5.4
Lowest Temperature,11/1994,Shannon airport,Degrees C,1.9
Lowest Temperature,12/1994,Belmullet,Degrees C,0.5
Lowest Temperature,12/1994,Birr,Degrees C,-3
Lowest Temperature,12/1994,Valentia Observatory,Degrees C,0.2
Lowest Temperature,12/1994,Casement,Degrees C,-1.6
Lowest Temperature,12/1994,Claremorris,Degrees C,-2.8
Lowest Temperature,12/1994,Clones,Degrees C,-3
Lowest Temperature,12/1994,Cork airport,Degrees C,-0.4
Lowest Temperature,12/1994,Dublin airport,Degrees C,-1.4
Lowest Temperature,12/1994,Galway,Degrees C,-0.8
Lowest Temperature,12/1994,Kilkenny,Degrees C,-2.7
Lowest Temperature,12/1994,Malin head,Degrees C,1.1
Lowest Temperature,12/1994,Mullingar,Degrees C,-2.9
Lowest Temperature,12/1994,Roches Point,Degrees C,0
Lowest Temperature,12/1994,Rosslare,Degrees C,2
Lowest Temperature,12/1994,Shannon airport,Degrees C,-1.1
Lowest Temperature,01/1995,Belmullet,Degrees C,0.6
Lowest Temperature,01/1995,Birr,Degrees C,-2.8
Lowest Temperature,01/1995,Valentia Observatory,Degrees C,-1.1
Lowest Temperature,01/1995,Casement,Degrees C,-2
Lowest Temperature,01/1995,Claremorris,Degrees C,-2
Lowest Temperature,01/1995,Clones,Degrees C,-2
Lowest Temperature,01/1995,Cork airport,Degrees C,-0.9
Lowest Temperature,01/1995,Dublin airport,Degrees C,-2.5
Lowest Temperature,01/1995,Galway,Degrees C,-1
Lowest Temperature,01/1995,Kilkenny,Degrees C,-3.5
Lowest Temperature,01/1995,Malin head,Degrees C,-1.2
Lowest Temperature,01/1995,Mullingar,Degrees C,-2.6
Lowest Temperature,01/1995,Roches Point,Degrees C,0
Lowest Temperature,01/1995,Rosslare,Degrees C,-0.2
Lowest Temperature,01/1995,Shannon airport,Degrees C,-1.6
Lowest Temperature,02/1995,Belmullet,Degrees C,1
Lowest Temperature,02/1995,Birr,Degrees C,-0.1
Lowest Temperature,02/1995,Valentia Observatory,Degrees C,2
Lowest Temperature,02/1995,Casement,Degrees C,-0.3
Lowest Temperature,02/1995,Claremorris,Degrees C,-2
Lowest Temperature,02/1995,Clones,Degrees C,-1.6
Lowest Temperature,02/1995,Cork airport,Degrees C,0
Lowest Temperature,02/1995,Dublin airport,Degrees C,-2
Lowest Temperature,02/1995,Galway,Degrees C,1.2
Lowest Temperature,02/1995,Kilkenny,Degrees C,-1.8
Lowest Temperature,02/1995,Malin head,Degrees C,1.5
Lowest Temperature,02/1995,Mullingar,Degrees C,-2.5
Lowest Temperature,02/1995,Roches Point,Degrees C,0
Lowest Temperature,02/1995,Rosslare,Degrees C,1.3
Lowest Temperature,02/1995,Shannon airport,Degrees C,0.6
Lowest Temperature,03/1995,Belmullet,Degrees C,-1.2
Lowest Temperature,03/1995,Birr,Degrees C,-2.4
Lowest Temperature,03/1995,Valentia Observatory,Degrees C,0.2
Lowest Temperature,03/1995,Casement,Degrees C,-2.8
Lowest Temperature,03/1995,Claremorris,Degrees C,-3
Lowest Temperature,03/1995,Clones,Degrees C,-3
Lowest Temperature,03/1995,Cork airport,Degrees C,-2.3
Lowest Temperature,03/1995,Dublin airport,Degrees C,-3.3
Lowest Temperature,03/1995,Galway,Degrees C,-1
Lowest Temperature,03/1995,Kilkenny,Degrees C,-2.2
Lowest Temperature,03/1995,Malin head,Degrees C,-1.5
Lowest Temperature,03/1995,Mullingar,Degrees C,-3.5
Lowest Temperature,03/1995,Roches Point,Degrees C,0
Lowest Temperature,03/1995,Rosslare,Degrees C,-1.6
Lowest Temperature,03/1995,Shannon airport,Degrees C,-0.7
Lowest Temperature,04/1995,Belmullet,Degrees C,1.5
Lowest Temperature,04/1995,Birr,Degrees C,-2.9
Lowest Temperature,04/1995,Valentia Observatory,Degrees C,1.2
Lowest Temperature,04/1995,Casement,Degrees C,-1.8
Lowest Temperature,04/1995,Claremorris,Degrees C,-1.5
Lowest Temperature,04/1995,Clones,Degrees C,-1.1
Lowest Temperature,04/1995,Cork airport,Degrees C,-0.9
Lowest Temperature,04/1995,Dublin airport,Degrees C,-2
Lowest Temperature,04/1995,Galway,Degrees C,0.8
Lowest Temperature,04/1995,Kilkenny,Degrees C,-1.5
Lowest Temperature,04/1995,Malin head,Degrees C,0.6
Lowest Temperature,04/1995,Mullingar,Degrees C,-1.4
Lowest Temperature,04/1995,Roches Point,Degrees C,0
Lowest Temperature,04/1995,Rosslare,Degrees C,0.8
Lowest Temperature,04/1995,Shannon airport,Degrees C,-0.2
Lowest Temperature,05/1995,Belmullet,Degrees C,2.3
Lowest Temperature,05/1995,Birr,Degrees C,-1.8
Lowest Temperature,05/1995,Valentia Observatory,Degrees C,1.1
Lowest Temperature,05/1995,Casement,Degrees C,-1.5
Lowest Temperature,05/1995,Claremorris,Degrees C,-0.6
Lowest Temperature,05/1995,Clones,Degrees C,0.2
Lowest Temperature,05/1995,Cork airport,Degrees C,0.7
Lowest Temperature,05/1995,Dublin airport,Degrees C,0
Lowest Temperature,05/1995,Galway,Degrees C,3.4
Lowest Temperature,05/1995,Kilkenny,Degrees C,-0.5
Lowest Temperature,05/1995,Malin head,Degrees C,2.4
Lowest Temperature,05/1995,Mullingar,Degrees C,0
Lowest Temperature,05/1995,Roches Point,Degrees C,0
Lowest Temperature,05/1995,Rosslare,Degrees C,3.5
Lowest Temperature,05/1995,Shannon airport,Degrees C,1.6
Lowest Temperature,06/1995,Belmullet,Degrees C,6.5
Lowest Temperature,06/1995,Birr,Degrees C,2.6
Lowest Temperature,06/1995,Valentia Observatory,Degrees C,6.1
Lowest Temperature,06/1995,Casement,Degrees C,2.1
Lowest Temperature,06/1995,Claremorris,Degrees C,4.5
Lowest Temperature,06/1995,Clones,Degrees C,3.4
Lowest Temperature,06/1995,Cork airport,Degrees C,5.5
Lowest Temperature,06/1995,Dublin airport,Degrees C,4
Lowest Temperature,06/1995,Galway,Degrees C,6.8
Lowest Temperature,06/1995,Kilkenny,Degrees C,3.8
Lowest Temperature,06/1995,Malin head,Degrees C,7.9
Lowest Temperature,06/1995,Mullingar,Degrees C,4
Lowest Temperature,06/1995,Roches Point,Degrees C,0
Lowest Temperature,06/1995,Rosslare,Degrees C,8
Lowest Temperature,06/1995,Shannon airport,Degrees C,6.7
Lowest Temperature,07/1995,Belmullet,Degrees C,5.6
Lowest Temperature,07/1995,Birr,Degrees C,8
Lowest Temperature,07/1995,Valentia Observatory,Degrees C,11.8
Lowest Temperature,07/1995,Casement,Degrees C,6.1
Lowest Temperature,07/1995,Claremorris,Degrees C,8
Lowest Temperature,07/1995,Clones,Degrees C,8.7
Lowest Temperature,07/1995,Cork airport,Degrees C,9.1
Lowest Temperature,07/1995,Dublin airport,Degrees C,7.1
Lowest Temperature,07/1995,Galway,Degrees C,10.6
Lowest Temperature,07/1995,Kilkenny,Degrees C,5.7
Lowest Temperature,07/1995,Malin head,Degrees C,9.3
Lowest Temperature,07/1995,Mullingar,Degrees C,8
Lowest Temperature,07/1995,Roches Point,Degrees C,0
Lowest Temperature,07/1995,Rosslare,Degrees C,8.3
Lowest Temperature,07/1995,Shannon airport,Degrees C,11.7
Lowest Temperature,08/1995,Belmullet,Degrees C,8.7
Lowest Temperature,08/1995,Birr,Degrees C,7.4
Lowest Temperature,08/1995,Valentia Observatory,Degrees C,9.6
Lowest Temperature,08/1995,Casement,Degrees C,5.2
Lowest Temperature,08/1995,Claremorris,Degrees C,8.2
Lowest Temperature,08/1995,Clones,Degrees C,9.2
Lowest Temperature,08/1995,Cork airport,Degrees C,10.5
Lowest Temperature,08/1995,Dublin airport,Degrees C,6.8
Lowest Temperature,08/1995,Galway,Degrees C,12
Lowest Temperature,08/1995,Kilkenny,Degrees C,5.5
Lowest Temperature,08/1995,Malin head,Degrees C,9.5
Lowest Temperature,08/1995,Mullingar,Degrees C,6.5
Lowest Temperature,08/1995,Roches Point,Degrees C,0
Lowest Temperature,08/1995,Rosslare,Degrees C,11.5
Lowest Temperature,08/1995,Shannon airport,Degrees C,11.7
Lowest Temperature,09/1995,Belmullet,Degrees C,6.3
Lowest Temperature,09/1995,Birr,Degrees C,2.3
Lowest Temperature,09/1995,Valentia Observatory,Degrees C,5.5
Lowest Temperature,09/1995,Casement,Degrees C,3.7
Lowest Temperature,09/1995,Claremorris,Degrees C,1.6
Lowest Temperature,09/1995,Clones,Degrees C,4.7
Lowest Temperature,09/1995,Cork airport,Degrees C,6.5
Lowest Temperature,09/1995,Dublin airport,Degrees C,3.9
Lowest Temperature,09/1995,Galway,Degrees C,7.4
Lowest Temperature,09/1995,Kilkenny,Degrees C,-0.3
Lowest Temperature,09/1995,Malin head,Degrees C,6
Lowest Temperature,09/1995,Mullingar,Degrees C,1.1
Lowest Temperature,09/1995,Roches Point,Degrees C,0
Lowest Temperature,09/1995,Rosslare,Degrees C,6.2
Lowest Temperature,09/1995,Shannon airport,Degrees C,5.8
Lowest Temperature,10/1995,Belmullet,Degrees C,6.3
Lowest Temperature,10/1995,Birr,Degrees C,0.2
Lowest Temperature,10/1995,Valentia Observatory,Degrees C,3.1
Lowest Temperature,10/1995,Casement,Degrees C,1.7
Lowest Temperature,10/1995,Claremorris,Degrees C,1.7
Lowest Temperature,10/1995,Clones,Degrees C,1.5
Lowest Temperature,10/1995,Cork airport,Degrees C,2.7
Lowest Temperature,10/1995,Dublin airport,Degrees C,0.6
Lowest Temperature,10/1995,Galway,Degrees C,4.5
Lowest Temperature,10/1995,Kilkenny,Degrees C,-0.5
Lowest Temperature,10/1995,Malin head,Degrees C,5.4
Lowest Temperature,10/1995,Mullingar,Degrees C,-0.7
Lowest Temperature,10/1995,Roches Point,Degrees C,0
Lowest Temperature,10/1995,Rosslare,Degrees C,5.1
Lowest Temperature,10/1995,Shannon airport,Degrees C,3.6
Lowest Temperature,11/1995,Belmullet,Degrees C,0.8
Lowest Temperature,11/1995,Birr,Degrees C,-6.5
Lowest Temperature,11/1995,Valentia Observatory,Degrees C,0.7
Lowest Temperature,11/1995,Casement,Degrees C,-4.5
Lowest Temperature,11/1995,Claremorris,Degrees C,-4
Lowest Temperature,11/1995,Clones,Degrees C,-2.1
Lowest Temperature,11/1995,Cork airport,Degrees C,-1.1
Lowest Temperature,11/1995,Dublin airport,Degrees C,-3.1
Lowest Temperature,11/1995,Galway,Degrees C,-2
Lowest Temperature,11/1995,Kilkenny,Degrees C,-6.1
Lowest Temperature,11/1995,Malin head,Degrees C,2.1
Lowest Temperature,11/1995,Mullingar,Degrees C,-4.3
Lowest Temperature,11/1995,Roches Point,Degrees C,0
Lowest Temperature,11/1995,Rosslare,Degrees C,1.8
Lowest Temperature,11/1995,Shannon airport,Degrees C,-4.1
Lowest Temperature,12/1995,Belmullet,Degrees C,-3.2
Lowest Temperature,12/1995,Birr,Degrees C,-7.1
Lowest Temperature,12/1995,Valentia Observatory,Degrees C,-3.5
Lowest Temperature,12/1995,Casement,Degrees C,-7.9
Lowest Temperature,12/1995,Claremorris,Degrees C,-6.6
Lowest Temperature,12/1995,Clones,Degrees C,-11
Lowest Temperature,12/1995,Cork airport,Degrees C,-3.2
Lowest Temperature,12/1995,Dublin airport,Degrees C,-7.9
Lowest Temperature,12/1995,Galway,Degrees C,-5.8
Lowest Temperature,12/1995,Kilkenny,Degrees C,-7.2
Lowest Temperature,12/1995,Malin head,Degrees C,-4.8
Lowest Temperature,12/1995,Mullingar,Degrees C,-8.6
Lowest Temperature,12/1995,Roches Point,Degrees C,0
Lowest Temperature,12/1995,Rosslare,Degrees C,-2
Lowest Temperature,12/1995,Shannon airport,Degrees C,-5.6
Lowest Temperature,01/1996,Belmullet,Degrees C,-2.7
Lowest Temperature,01/1996,Birr,Degrees C,-4.9
Lowest Temperature,01/1996,Valentia Observatory,Degrees C,-1.7
Lowest Temperature,01/1996,Casement,Degrees C,-2.1
Lowest Temperature,01/1996,Claremorris,Degrees C,-5.3
Lowest Temperature,01/1996,Clones,Degrees C,-1.9
Lowest Temperature,01/1996,Cork airport,Degrees C,-2.5
Lowest Temperature,01/1996,Dublin airport,Degrees C,-2.8
Lowest Temperature,01/1996,Galway,Degrees C,-3.8
Lowest Temperature,01/1996,Kilkenny,Degrees C,-5.5
Lowest Temperature,01/1996,Malin head,Degrees C,-0.3
Lowest Temperature,01/1996,Mullingar,Degrees C,-5.1
Lowest Temperature,01/1996,Roches Point,Degrees C,0
Lowest Temperature,01/1996,Rosslare,Degrees C,-0.8
Lowest Temperature,01/1996,Shannon airport,Degrees C,-2.8
Lowest Temperature,02/1996,Belmullet,Degrees C,-3.7
Lowest Temperature,02/1996,Birr,Degrees C,-4.5
Lowest Temperature,02/1996,Valentia Observatory,Degrees C,-3.8
Lowest Temperature,02/1996,Casement,Degrees C,-4.4
Lowest Temperature,02/1996,Claremorris,Degrees C,-4.5
Lowest Temperature,02/1996,Clones,Degrees C,-4.6
Lowest Temperature,02/1996,Cork airport,Degrees C,-3.1
Lowest Temperature,02/1996,Dublin airport,Degrees C,-3.9
Lowest Temperature,02/1996,Galway,Degrees C,-2.3
Lowest Temperature,02/1996,Kilkenny,Degrees C,-4.9
Lowest Temperature,02/1996,Malin head,Degrees C,-2.4
Lowest Temperature,02/1996,Mullingar,Degrees C,-5.3
Lowest Temperature,02/1996,Roches Point,Degrees C,0
Lowest Temperature,02/1996,Rosslare,Degrees C,-0.5
Lowest Temperature,02/1996,Shannon airport,Degrees C,-3.1
Lowest Temperature,03/1996,Belmullet,Degrees C,-0.6
